HTS,description,country,year,Customs Value,First Unit,Second Unit,Landed Duty-Paid Value,Dutiable Value,Calculated Duties,Import Charges,CIF Import Value
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",Malaysia,2024.0,1409290,345152.0,0.0,1475436,0,0,66146,1475436
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",Mexico,2024.0,81142868,34857534.0,0.0,81487867,0,0,344999,81487867
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",Netherlands,2024.0,693240,32543.0,0.0,710875,0,0,17635,710875
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",New Zealand,2024.0,57510,5588.0,0.0,59438,0,0,1928,59438
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",Pakistan,2024.0,50865,33567.0,0.0,51188,0,0,323,51188
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",Poland,2024.0,3189200,437464.0,0.0,4204820,0,0,1015620,4204820
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",Portugal,2024.0,110335,7832.0,0.0,115292,0,0,4957,115292
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",Romania,2024.0,1173114,276208.0,0.0,1179152,0,0,6038,1179152
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",Serbia,2024.0,888538,38495.0,0.0,891489,0,0,2951,891489
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",Singapore,2024.0,139963,19524.0,0.0,147503,0,0,7540,147503
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",South Africa,2024.0,823182,340977.0,0.0,856796,0,0,33614,856796
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",South Korea,2024.0,35072611,6370215.0,0.0,35511332,0,0,438721,35511332
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",Spain,2024.0,26837315,6099493.0,0.0,29293030,0,0,2455715,29293030
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",Sweden,2024.0,326516,10792.0,0.0,331199,0,0,4683,331199
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",Switzerland,2024.0,155079,19295.0,0.0,164223,0,0,9144,164223
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",Taiwan,2024.0,749349,192251.0,0.0,894805,0,0,145456,894805
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",Thailand,2024.0,1275378,381978.0,0.0,1346978,0,0,71600,1346978
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",Turkey,2024.0,1945163,1006251.0,0.0,2121925,0,0,176762,2121925
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",Ukraine,2024.0,8369,241.0,0.0,8430,0,0,61,8430
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",United Arab Emirates,2024.0,36905690,11266276.0,0.0,38616277,0,0,1710587,38616277
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",United Kingdom,2024.0,49937543,11997381.0,0.0,50070101,0,0,132558,50070101
7308903000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, NOT IN PART OF ALLOY STEEL",Vietnam,2024.0,18682738,9236182.0,0.0,20799836,0,0,2117098,20799836
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Argentina,2024.0,31200,9939.0,0.0,40575,0,0,9375,40575
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Australia,2024.0,137116,10628.0,0.0,142076,0,0,4960,142076
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Austria,2024.0,3544999,711261.0,0.0,3695946,0,0,150947,3695946
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Bahrain,2024.0,16060,3624.0,0.0,16105,0,0,45,16105
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Belgium,2024.0,1991984,614583.0,0.0,2156415,0,0,164431,2156415
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Bosnia and Herzegovina,2024.0,245795,21044.0,0.0,254915,0,0,9120,254915
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Brazil,2024.0,228965,99482.0,0.0,261508,0,0,32543,261508
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Bulgaria,2024.0,3234,2000.0,0.0,3707,0,0,473,3707
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Canada,2024.0,145569965,41039059.0,0.0,147427582,0,0,1857617,147427582
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Chile,2024.0,6203,1893.0,0.0,6701,0,0,498,6701
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",China,2024.0,38450057,28083678.0,0.0,53517504,38450057,9594523,5472924,43922981
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Croatia,2024.0,91143,33620.0,0.0,96129,0,0,4986,96129
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Czechia (Czech Republic),2024.0,2613211,178786.0,0.0,2712187,0,0,98976,2712187
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Denmark,2024.0,98142,10993.0,0.0,107047,0,0,8905,107047
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Dominican Republic,2024.0,186657,170658.0,0.0,200191,0,0,13534,200191
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Egypt,2024.0,3817826,1616460.0,0.0,3958645,0,0,140819,3958645
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Estonia,2024.0,238814,47355.0,0.0,248002,0,0,9188,248002
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Finland,2024.0,8298903,4220178.0,0.0,8708115,0,0,409212,8708115
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",France,2024.0,2609799,257501.0,0.0,2656641,0,0,46842,2656641
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Germany,2024.0,10718704,1895569.0,0.0,11219856,0,0,501152,11219856
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Greece,2024.0,397075,45067.0,0.0,403431,0,0,6356,403431
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Hong Kong,2024.0,84975,24652.0,0.0,93525,0,0,8550,93525
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Hungary,2024.0,316787,50697.0,0.0,350293,0,0,33506,350293
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",India,2024.0,71743894,51699599.0,0.0,76521334,0,0,4777440,76521334
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Indonesia,2024.0,2541504,1264000.0,0.0,2691504,0,0,150000,2691504
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Ireland,2024.0,8649,837.0,0.0,10592,0,0,1943,10592
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Israel,2024.0,3022608,79048.0,0.0,3038808,0,0,16200,3038808
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Italy,2024.0,13718973,1026620.0,0.0,14711136,0,0,992163,14711136
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Japan,2024.0,11654361,3434400.0,0.0,12844156,0,0,1189795,12844156
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Lebanon,2024.0,117730,67095.0,0.0,124730,0,0,7000,124730
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Lithuania,2024.0,3437,308.0,0.0,3438,0,0,1,3438
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Luxembourg,2024.0,340528,107889.0,0.0,343095,0,0,2567,343095
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Malaysia,2024.0,1415900,282749.0,0.0,1536984,0,0,121084,1536984
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Mexico,2024.0,199987371,89143879.0,0.0,204839427,0,0,4852056,204839427
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Netherlands,2024.0,9010828,2590442.0,0.0,9437938,0,0,427110,9437938
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",New Zealand,2024.0,5083346,1739769.0,0.0,5240034,0,0,156688,5240034
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Norway,2024.0,1895586,450708.0,0.0,1900252,0,0,4666,1900252
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Philippines,2024.0,2424,12.0,0.0,2457,0,0,33,2457
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Poland,2024.0,10006542,1068952.0,0.0,10187824,0,0,181282,10187824
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Portugal,2024.0,6339058,500398.0,0.0,7014215,0,0,675157,7014215
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Romania,2024.0,2805737,1371754.0,0.0,3103996,0,0,298259,3103996
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Saudi Arabia,2024.0,23724,10185.0,0.0,27224,0,0,3500,27224
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Serbia,2024.0,1573754,389436.0,0.0,1774536,0,0,200782,1774536
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Singapore,2024.0,4122,5.0,0.0,4572,0,0,450,4572
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Slovakia,2024.0,19342,1026.0,0.0,20890,0,0,1548,20890
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Slovenia,2024.0,329597,61212.0,0.0,337046,0,0,7449,337046
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",South Africa,2024.0,2200,110.0,0.0,2200,0,0,0,2200
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",South Korea,2024.0,72778814,25068519.0,0.0,74542658,0,0,1763844,74542658
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Spain,2024.0,38950277,10156085.0,0.0,40962450,0,0,2012173,40962450
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Sweden,2024.0,17276023,4146883.0,0.0,17568487,0,0,292464,17568487
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Switzerland,2024.0,553393,49802.0,0.0,576449,0,0,23056,576449
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Taiwan,2024.0,4676886,1121827.0,0.0,5192814,0,0,515928,5192814
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Thailand,2024.0,3921384,2212439.0,0.0,4383951,0,0,462567,4383951
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Turkey,2024.0,50324020,42391424.0,0.0,50805525,0,0,481505,50805525
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Ukraine,2024.0,8133,4910.0,0.0,8272,0,0,139,8272
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",United Arab Emirates,2024.0,134605894,49071787.0,0.0,137107050,0,0,2501156,137107050
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",United Kingdom,2024.0,4267850,439877.0,0.0,4336749,0,0,68899,4336749
7308906000.0,"COLUMNS, PILLARS, POSTS, BEAMS, GIRDERS AND SIMILAR STRUCTURAL UNITS, OF IRON OR STEEL, IN WHOLE OR PART ALLOY STEEL",Vietnam,2024.0,30071394,26872721.0,0.0,39070625,0,0,8999231,39070625
7308907000.0,STEEL GRATING,Argentina,2024.0,19669,377.0,0.0,20573,0,0,904,20573
7308907000.0,STEEL GRATING,Australia,2024.0,228379,16063.0,0.0,231410,0,0,3031,231410
7308907000.0,STEEL GRATING,Austria,2024.0,187366,38661.0,0.0,196379,0,0,9013,196379
7308907000.0,STEEL GRATING,Belgium,2024.0,182295,64622.0,0.0,183086,0,0,791,183086
7308907000.0,STEEL GRATING,Brazil,2024.0,141448,38855.0,0.0,258130,0,0,116682,258130
7308907000.0,STEEL GRATING,Canada,2024.0,12283501,2948049.0,0.0,12532971,0,0,249470,12532971
7308907000.0,STEEL GRATING,China,2024.0,2495055,706977.0,0.0,3253634,2495055,620783,137796,2632851
7308907000.0,STEEL GRATING,Colombia,2024.0,20074,12859.0,0.0,22894,0,0,2820,22894
7308907000.0,STEEL GRATING,Czechia (Czech Republic),2024.0,1039845,103706.0,0.0,1055836,0,0,15991,1055836
7308907000.0,STEEL GRATING,Denmark,2024.0,149896,29460.0,0.0,175209,0,0,25313,175209
7308907000.0,STEEL GRATING,France,2024.0,686451,48889.0,0.0,715737,0,0,29286,715737
7308907000.0,STEEL GRATING,Germany,2024.0,2799370,711369.0,0.0,3065215,0,0,265845,3065215
7308907000.0,STEEL GRATING,Hungary,2024.0,3210,360.0,0.0,3435,0,0,225,3435
7308907000.0,STEEL GRATING,India,2024.0,10846013,6300194.0,0.0,11773841,0,0,927828,11773841
7308907000.0,STEEL GRATING,Ireland,2024.0,55018,4857.0,0.0,55162,0,0,144,55162
7308907000.0,STEEL GRATING,Italy,2024.0,80881,33953.0,0.0,98353,0,0,17472,98353
7308907000.0,STEEL GRATING,Japan,2024.0,47626,1147.0,0.0,56175,0,0,8549,56175
7308907000.0,STEEL GRATING,Malaysia,2024.0,92381,52729.0,0.0,111373,0,0,18992,111373
7308907000.0,STEEL GRATING,Mexico,2024.0,19667917,7385416.0,0.0,19692816,0,0,24899,19692816
7308907000.0,STEEL GRATING,Netherlands,2024.0,9849,195.0,0.0,9967,0,0,118,9967
7308907000.0,STEEL GRATING,New Zealand,2024.0,3483,258.0,0.0,4005,0,0,522,4005
7308907000.0,STEEL GRATING,Norway,2024.0,55866,190.0,0.0,57088,0,0,1222,57088
7308907000.0,STEEL GRATING,Oman,2024.0,3124,989.0,0.0,3174,0,0,50,3174
7308907000.0,STEEL GRATING,Poland,2024.0,92880,16008.0,0.0,119573,0,0,26693,119573
7308907000.0,STEEL GRATING,Portugal,2024.0,52010,2533.0,0.0,57187,0,0,5177,57187
7308907000.0,STEEL GRATING,Slovakia,2024.0,119764,112560.0,0.0,134172,0,0,14408,134172
7308907000.0,STEEL GRATING,South Africa,2024.0,1756008,52392.0,0.0,1765692,0,0,9684,1765692
7308907000.0,STEEL GRATING,South Korea,2024.0,1087849,152156.0,0.0,1102866,0,0,15017,1102866
7308907000.0,STEEL GRATING,Spain,2024.0,211226,56362.0,0.0,225682,0,0,14456,225682
7308907000.0,STEEL GRATING,Sweden,2024.0,70920,3482.0,0.0,101489,0,0,30569,101489
7308907000.0,STEEL GRATING,Switzerland,2024.0,31974,3392.0,0.0,32698,0,0,724,32698
7308907000.0,STEEL GRATING,Taiwan,2024.0,6978206,4788972.0,0.0,8195236,0,0,1217030,8195236
7308907000.0,STEEL GRATING,Thailand,2024.0,71549,52374.0,0.0,73515,0,0,1966,73515
7308907000.0,STEEL GRATING,Turkey,2024.0,20033,4010.0,0.0,22090,0,0,2057,22090
7308907000.0,STEEL GRATING,United Arab Emirates,2024.0,13952762,6680503.0,0.0,15172748,0,0,1219986,15172748
7308907000.0,STEEL GRATING,United Kingdom,2024.0,1313545,279322.0,0.0,1376558,0,0,63013,1376558
7308907000.0,STEEL GRATING,Vietnam,2024.0,241917,160511.0,0.0,275404,0,0,33487,275404
7308909530.0,"SHEET-METAL ROOFING, SIDING, FLOORING AND ROOF DRAINAGE EQUIPMENT, OF IRON OR STEEL",Argentina,2024.0,6750,909.0,0.0,6864,0,0,114,6864
7308909530.0,"SHEET-METAL ROOFING, SIDING, FLOORING AND ROOF DRAINAGE EQUIPMENT, OF IRON OR STEEL",Australia,2024.0,1036085,267078.0,0.0,1230354,0,0,194269,1230354
7308909530.0,"SHEET-METAL ROOFING, SIDING, FLOORING AND ROOF DRAINAGE EQUIPMENT, OF IRON OR STEEL",Austria,2024.0,104100,11642.0,0.0,112214,0,0,8114,112214
7308909530.0,"SHEET-METAL ROOFING, SIDING, FLOORING AND ROOF DRAINAGE EQUIPMENT, OF IRON OR STEEL",Canada,2024.0,19494300,4571943.0,0.0,19676776,0,0,182476,19676776
7308909530.0,"SHEET-METAL ROOFING, SIDING, FLOORING AND ROOF DRAINAGE EQUIPMENT, OF IRON OR STEEL",China,2024.0,13370840,11776422.0,0.0,18986900,13370840,3337034,2279026,15649866
7308909530.0,"SHEET-METAL ROOFING, SIDING, FLOORING AND ROOF DRAINAGE EQUIPMENT, OF IRON OR STEEL",Croatia,2024.0,674691,38843.0,0.0,728466,0,0,53775,728466
7308909530.0,"SHEET-METAL ROOFING, SIDING, FLOORING AND ROOF DRAINAGE EQUIPMENT, OF IRON OR STEEL",Czechia (Czech Republic),2024.0,536093,36469.0,0.0,556635,0,0,20542,556635
7308909530.0,"SHEET-METAL ROOFING, SIDING, FLOORING AND ROOF DRAINAGE EQUIPMENT, OF IRON OR STEEL",Denmark,2024.0,65126,11476.0,0.0,68357,0,0,3231,68357
7308909530.0,"SHEET-METAL ROOFING, SIDING, FLOORING AND ROOF DRAINAGE EQUIPMENT, OF IRON OR STEEL",Dominican Republic,2024.0,39853,26015.0,0.0,43819,0,0,3966,43819
7308909530.0,"SHEET-METAL ROOFING, SIDING, FLOORING AND ROOF DRAINAGE EQUIPMENT, OF IRON OR STEEL",Finland,2024.0,10235,565.0,0.0,10340,0,0,105,10340
7308909530.0,"SHEET-METAL ROOFING, SIDING, FLOORING AND ROOF DRAINAGE EQUIPMENT, OF IRON OR STEEL",France,2024.0,670615,46601.0,0.0,736624,0,0,66009,736624
7308909530.0,"SHEET-METAL ROOFING, SIDING, FLOORING AND ROOF DRAINAGE EQUIPMENT, OF IRON OR STEEL",Germany,2024.0,4752749,374787.0,0.0,4818683,0,0,65934,4818683
7308909530.0,"SHEET-METAL ROOFING, SIDING, FLOORING AND ROOF DRAINAGE EQUIPMENT, OF IRON OR STEEL",India,2024.0,409073,134239.0,0.0,485058,0,0,75985,485058
7308909530.0,"SHEET-METAL ROOFING, SIDING, FLOORING AND ROOF DRAINAGE EQUIPMENT, OF IRON OR STEEL",Ireland,2024.0,205149,2005.0,0.0,228696,0,0,23547,228696
7308909530.0,"SHEET-METAL ROOFING, SIDING, FLOORING AND ROOF DRAINAGE EQUIPMENT, OF IRON OR STEEL",Italy,2024.0,1260297,106774.0,0.0,1337255,0,0,76958,1337255
7308909530.0,"SHEET-METAL ROOFING, SIDING, FLOORING AND ROOF DRAINAGE EQUIPMENT, OF IRON OR STEEL",Japan,2024.0,27139,5085.0,0.0,35915,0,0,8776,35915
